concept,paper_count
higher order transverse mode,34
grovers search,5
local spin flip,27
finite anisotropy,61
spacetime symmetry group,23
weak signal field,64
cmv matrix,54
newtons second law,62
macroscopic evolution equation,24
quantum causal structure,29
geometrical flow,77
photon number detector,19
dirac quantum field,27
non maximally entangled state,5
tensor network ansatz,98
polarimetric map,26
silicon vacancy color center,15
flat energy band,38
model free learning,32
time evolved density matrix,8
weyl hamiltonian,133
chaotic hamiltonian system,53
space time theory,24
power law spectral density,18
quantum metal,106
general hermitian matrix,6
antiferromagnetic quantum spin chain,26
rectangular billiard,80
laser electron interaction,13
correlated coherent state,14
monge kantorovich,9
time resolved faraday rotation,12
time dependent hartree fock,35
high frequency expansion,19
grey soliton,38
magnetically trapped atom,12
quasinormal mode analysis,38
liouvilles theorem,13
es theory,58
tripartite quantum system,36
toroidal dipole moment,69
lorentzian surface,41
local zeeman field,14
interaction induced localization,9
fast quantum gate,18
quantized field mode,39
spatio temporal information,20
spin wave amplitude,48
shifted harmonic oscillator,45
gauge color code,13
twin field,57
sz local lemma,34
bekenstein hawking entropy,21
bilayer mo,23
tmsv state,35
nonadditive code,8
von neumann mutual information,24
macroscopic quantum object,30
phonon number distribution,24
quantum star graph,18
high dimensional optimization problem,59
molecular quantum gas,18
hairy ball theorem,41
commutative von neumann algebra,32
pontryagins minimum principle,19
deterministic entanglement generation,26
entangled neutral kaon,18
symmetric energy momentum tensor,28
coherent state propagator,34
cavity optical field,26
octave spanning spectrum,26
exciton energy level,38
monoidal product,90
weakly anharmonic oscillator,16
resolve photon number,24
linear dirac equation,34
anyonic system,22
model independent expression,9
ground state hydrogen atom,39
kohn sham equation,4
gaussian cluster state,18
single mode squeezed state,8
finite dimensional submanifold,7
degenerate atomic level,3
quantum space time,55
finite group representation,29
frustrated interaction,50
photon added state,1
breit wigner resonance,7
earth like planet,8
coulomb interaction term,41
cartan invariant,37
entanglement phase diagram,19
entanglement assisted classical capacity,12
semi simple lie algebra,10
time independent schroedinger equation,9
large quantum fluctuation,20
solid state quantum memory,30
common inertial frame,17
imaginary gauge field,51
bosonic quantum field theory,49
quantum probabilistic model,21
electromagnetic duality transformation,20
rge evolution,28
symplectic spectrum,18
operator schmidt decomposition,9
soliton defect,21
mutually orthogonal latin square,15
lorenz mie theory,16
quantum coherent evolution,21
stabiliser state,13
quantum mechanical principle,41
strong thermal fluctuation,13
supersymmetric quantum theory,26
spin facilitated model,28
optical nano antenna,7
grovers algorithm,22
newton cartan,21
finite amplitude perturbation,35
finite dimensional normed space,34
particle position representation,7
quasi momentum,11
coupled cluster equation,6
euclids algorithm,8
relative homology group,31
stabilizer quantum code,16
nonzero magnetic flux,20
pure bipartite quantum state,15
finite gas pressure,21
energy time uncertainty,10
machine learning,1238691
nash equilibrium,30573
optical scattering,4230
srf cavity,1047
negative energy,10137
vinylidene fluoride,15492
finite element analysis,172306
photon propagation,1744
bulk acoustic wave,2914
fading channel,21908
amorphous silicon,31625
organic material,28174
algebraic graph theory,1104
hydrogen peroxide,157267
visible spectroscopy,24828
modulation phase,684
ground state energy,6932
camera sensor,3144
scattering model,8939
light scattering,124205
autoencoder model,1898
peak power,46952
phase relaxation,974
quantum wave packet,576
energy density,148990
casimir pressure,313
photothermal therapy,15409
clock cycle,4197
photovoltaic system,21626
image compression,29976
kalman filter,103509
spin resonance,35601
ultraviolet light,36092
water molecule,23512
magnetic ordering,17352
wireless energy,4211
speech recognition,85062
correction algorithm,8563
zig zag,1168
infrared light,23347
force microscopy,147793
cell membrane,114427
reflectivity spectrum,804
microlens array,3479
heat emission,1535
comb spectrum,450
clinical diagnosis,112958
laser ablation,53476
permanent magnet,91536
rotational invariance,3365
diffusion length,13030
ical detector,136
quadrupole shift,161
recognition system,58064
adaptive computation,867
cell method,5051
resonator quality factor,260
fluorescent dye,18777
plasma frequency,8662
fourier ptychographic microscopy,695
frequency representation,4739
coulomb explosion,2595
fraud detection,22623
edge singularity,938
fourier series,27373
cancer diagnostics,6514
ponderomotive force,2645
pathological diagnosis,18046
lithium niobate,21379
polyvinyl alcohol,37096
te mode,2275
volume reconstruction,2319
image encryption,14144
spin polarization,22293
stokes shift,8291
ultrahigh density,865
multimodal imaging,12922
multiwall carbon nanotube,2095
bp neural network,28678
variance function,1738
circuit topology,6395
quantum channel,6576
non local signal,6
monolayer film,1409
isotopic abundance,2452
amplitude damping,1569
fuzzy set theory,11593
impedance matching,25171
energy conservation,71138
space geometry,2687
parameter estimation algorithm,1997
electronic coupling,8470
spectral response,20108
wave splitting,3846
electrical characterization,14442
convex hull,15677
linear damping,2042
dft method,4853
wave mode,8214
entanglement percolation,77
weyl symbol,158
dielectric response,10774
ionization energy,8196
risk model,28976
transonic flow,5963
sewage system,2929
beam electron,3435
strong light absorption,1048
hyperbolic space,6201
dielectric function,12961
radial force,4047
prototype system,33850
wilson loop,3554
optical clock,2966
diagonal interaction,104
nerve fiber,19844
joint probability density,3141
nitrogen gas,14368
frequency comb generation,1861
digital image processing,22027
reaction coordinate,7428
equilibrium transport,1007
formal semantics,6908
quantum logic,5741
crystallographic structure,8561
metal halide perovskite,3239
inversion symmetry,10827
discontinuous galerkin,17256
liquid electrolyte,8547
bond defect,266
pulse shaping,8025
hamming weight,1779
phase difference,32111
monoenergetic electron,937
molecular evolution,17831
electric conductivity,17264
bayesian parameter estimation,1594
frequency diversity,3515
zno nanoparticles,19079
memory bandwidth,7358
frequency metrology,1498
intensity spectrum,775
vector field,28518
block code,4451
cp violation,19503
surface plasmon,91169
polynomial decay,1031
euv radiation,1454
optical telecommunication,1108
higgs field,5856
medical imaging,75183
neutron spin filter,131
electron transport,83413
gordon equation,9950
spectral representation,4545
basal plane,10947
sampling protocol,3544
spectroscopic characterization,15083
autonomous learning,12474
monte carlo code,8703
dissipated heat,641
scattering matrix,11706
imaging model,3567
diffraction tomography,3006
kinetic equation,15276
proprietary information,3175
homotopy analysis method,4220
electron pair,4213
neutral hydrogen,11303
inhomogeneous distribution,4241
heat flow,40479
spherical coordinate system,1232
yukawa interaction,931
digital filter,11889
injection molding,29222
transverse modulation,249
radiation beam,3342
dipole model,3955
chemical bonding,20500
linear transformation,11199
polymer dispersed liquid crystal,1321
megahertz range,565
beam scanning,10974
linear scattering,621
virial theorem,2867
entanglement entropy,11926
kernel learning,4224
silicon dioxide,23505
mie scattering theory,1334
integral formulation,5284
hypergeometric series,2921
multiobjective optimization,15378
phonon frequency,3128
electromagnetic energy,11989
torsional oscillation,1007
product kernel,325
tree network,1804
bose system,532
color variation,6315
coupling energy,2114
frequency dispersion,5580
compressible fluid,5940
similarity function,2880
convergent algorithm,1119
source localization,16060
fusion barrier,623
strength distribution,3988
orthogonal matrix,2130
nonlocal observables,102
ultrafast demagnetization,798
coulomb interaction,17703
membrane fusion,14158
linear gradient,3792
power law exponent,1521
quantum solver,104
quadratic transform,274
rational expression,470
antenna directivity,805
collection efficiency,16684
riccati equation,9815
discrete number,1542
heat wave,8669
vorticity field,2428
distributed algorithm,11903
valley polarization,2250
dirac mass,1135
quantum controller,96
molecular sieve,12261
newton algorithm,3073
differential method,5145
nuclear matter,19059
loop interaction,888
cosine similarity,13055
convolutional kernel,1329
frequency multiplexing,930
alkaline earth,17161
heegaard splitting,530
phase conjugation,5955
recurrence equation,544
diffraction loss,752
vibronic coupling,4032
molecular function,12986
periodic hamiltonian,421
linear dispersion,4896
wave transformation,2961
renormalization group flow,2677
energy transformation,7278
coherent motion,2308
surface boundary,6710
rydberg electron,867
time evolution algorithm,70
remanent magnetization,8267
infrared emission,12913
